ID,latitude,longitude,UserAccessTime(min),UserAccessNum,worktime(min)
1073,31.192182,121.466139,658.5833333333334,23,375.53333333333336
1074,31.192275,121.462826,30751.833333333332,221,8097.35
1075,31.19232,121.142889,11302.183333333332,271,4258.766666666666
1076,31.192395,121.748164,59.25,6,52.25
1077,31.192397,121.384407,3989.05,75,3071.516666666667
1078,31.192457,121.443575,189.01666666666668,8,189.01666666666668
1079,31.192915,121.682688,25416.616666666665,535,7319.75
1080,31.192935,121.39968,134.45,5,134.45
1081,31.192975,121.449755,40181.63333333333,431,9820.483333333334
1082,31.19332,121.430385,92341.81666666667,635,10544.583333333334
1083,31.193331,121.599017,639.95,17,639.95
1084,31.193409,121.393885,64407.21666666667,602,9798.316666666668
1085,31.193515,121.531662,2195.9333333333334,37,1001.5166666666667
1086,31.193608,121.448072,0.23333333333333334,1,0.23333333333333334
1087,31.193643,121.402511,6840.366666666667,119,3903.85
1088,31.193646,121.449596,2937.75,128,2747.6833333333334
1089,31.193686,121.423417,2530.25,51,2460.5333333333333
1090,31.193771,121.546521,682.0833333333334,16,422.05
1091,31.193811,121.373792,3502.2833333333333,54,2139.75
1092,31.19382,121.49524,293415.8,1352,12572.65
1093,31.194107,121.399831,846.3833333333333,5,668.1166666666667
1094,31.194194,121.456589,26057.183333333334,291,6273.716666666666
1095,31.194364,121.400164,77.0,2,77.0
1096,31.194567,121.453929,1992.7666666666667,89,1584.1833333333334
1097,31.19458,121.436178,11069.45,211,4169.933333333333
1098,31.194719,121.448676,565.6333333333333,22,385.78333333333336
1099,31.194792,121.466884,7591.8,105,5277.7
1100,31.194928,121.366998,3348.016666666667,36,2062.016666666667
1101,31.195131,121.418788,17644.883333333335,345,5608.333333333333
1102,31.195139,121.385973,42837.65,513,7952.566666666667
1103,31.195321,121.445546,1354.5666666666666,47,1221.9833333333333
1104,31.195442,121.754406,25.266666666666666,6,25.266666666666666
1105,31.195613,121.40425,13545.683333333332,245,5348.466666666666
1106,31.195623,121.398393,289.6333333333333,13,252.61666666666667
1107,31.195642,121.446626,331.68333333333334,7,234.03333333333333
1108,31.19565,121.439802,5.95,3,4.266666666666667
1109,31.195709,121.424093,3271.5333333333333,85,2007.3666666666666
1110,31.195877,121.597043,2256.866666666667,121,2076.633333333333
1111,31.195887,121.591747,319.23333333333335,36,299.18333333333334
1112,31.195907,121.410659,13966.533333333333,236,5198.3
1113,31.19601,121.444227,881.7833333333333,9,454.85
1114,31.196135,121.558528,20326.05,247,6130.466666666666
1115,31.19622,121.468181,506.4,38,259.65
1116,31.196266,121.537132,24439.366666666665,419,8757.35
1117,31.196602,121.461665,842.8166666666667,50,567.2333333333333
1118,31.196975,121.440602,178.28333333333333,1,178.28333333333333
1119,31.197034,121.391103,136.28333333333333,6,82.98333333333333
1120,31.19706,121.095538,5685.633333333333,144,4289.416666666667
1121,31.197114,121.442853,83775.93333333333,467,9038.683333333332
1122,31.197152,121.444999,2739.6833333333334,25,1930.1166666666666
1123,31.197367,121.479142,7.683333333333334,1,7.683333333333334
1124,31.197512,121.470198,3552.4333333333334,209,2396.116666666667
1125,31.197573,121.37641,7718.1,126,4952.066666666667
1126,31.197573,121.454035,9836.783333333333,184,3117.366666666667
1127,31.197656,121.463533,31631.5,272,9640.733333333334
1128,31.197909,121.426542,34034.816666666666,495,8442.666666666666
1129,31.198048,121.604048,72350.26666666666,740,9933.4
1130,31.198093,121.126168,48757.96666666667,431,8906.366666666667
1131,31.198113,121.590353,2336.133333333333,38,2146.8333333333335
1132,31.198142,121.446688,177.6,2,177.6
1133,31.198268,121.383605,534.8,8,397.05
1134,31.198273,121.445101,62.583333333333336,1,62.583333333333336
1135,31.198372,121.355749,5633.05,98,2954.866666666667
1136,31.198673,121.479377,4661.85,34,2271.6666666666665
1137,31.19868,121.485666,6568.05,91,3294.0833333333335
1138,31.198799,121.383701,7393.816666666667,117,3351.3166666666666
1139,31.198836,121.215066,60478.0,599,8988.45
1140,31.198912,121.444187,59.1,7,59.1
1141,31.198952,121.70244,20613.4,384,7491.783333333334
1142,31.198953,121.516066,330.45,18,289.21666666666664
1143,31.19907,121.517372,691.4333333333333,6,473.48333333333335
1144,31.199096,121.401958,179.03333333333333,2,179.03333333333333
1145,31.199128,121.540588,6.883333333333334,2,6.883333333333334
1146,31.19914,121.438003,8.033333333333333,1,8.033333333333333
1147,31.19927,121.6228,469.78333333333336,12,469.78333333333336
1148,31.199522,121.44697,1966.4666666666667,44,1256.25
1149,31.199535,121.456715,2557.4666666666667,19,813.3666666666667
1150,31.199721,121.325753,70308.58333333333,621,10043.116666666667
1151,31.19979,121.389906,2967.4166666666665,50,2200.0666666666666
1152,31.200179,121.551597,1926.4166666666667,64,1547.3166666666666
1153,31.200224,121.316463,10937.25,213,4370.85
